,productgroup,ingredient,strength,dosage,route,mdrunittype,weightedaverageamps,acaful,packagesize,ndc,arated,multipliergreaterthan175percento,year,month
13637,7075,LORATADINE  ,10 MG ,TABLET,ORAL,TAB,0.046861,0.08200700000000001,100.0,68084024811,Yes,N,2017,2
13638,751,HALOPERIDOL ,10MG  ,TABLET,ORAL,TAB,0.147267,0.6048899999999999,100.0,68084024901,Yes,Y,2017,2
13639,751,HALOPERIDOL ,10MG  ,TABLET,ORAL,TAB,0.147267,0.6048899999999999,100.0,68084024911,Yes,Y,2017,2
13640,2649,HALOPERIDOL ,20MG  ,TABLET,ORAL,TAB,0.300529,1.49045,30.0,68084025011,Yes,Y,2017,2
13641,2649,HALOPERIDOL ,20MG  ,TABLET,ORAL,TAB,0.300529,1.49045,30.0,68084025021,Yes,Y,2017,2
13642,837,HYDROXYZINE HYDROCHLORIDE ,10MG  ,TABLET,ORAL,TAB,0.031362,0.07852999999999999,100.0,68084025301,Yes,Y,2017,2
13643,837,HYDROXYZINE HYDROCHLORIDE ,10MG  ,TABLET,ORAL,TAB,0.031362,0.07852999999999999,100.0,68084025311,Yes,Y,2017,2
13644,840,HYDROXYZINE HYDROCHLORIDE ,25MG  ,TABLET,ORAL,TAB,0.038431,0.08069,100.0,68084025401,Yes,Y,2017,2
13645,840,HYDROXYZINE HYDROCHLORIDE ,25MG  ,TABLET,ORAL,TAB,0.038431,0.08069,100.0,68084025411,Yes,Y,2017,2
13646,842,HYDROXYZINE HYDROCHLORIDE ,50MG  ,TABLET,ORAL,TAB,0.04641,0.12578,100.0,68084025501,Yes,Y,2017,2
13647,842,HYDROXYZINE HYDROCHLORIDE ,50MG  ,TABLET,ORAL,TAB,0.04641,0.12578,100.0,68084025511,Yes,Y,2017,2
13648,2256,AMLODIPINE BESYLATE ,2.5MG ,TABLET,ORAL,TAB,0.022882,0.040044,100.0,68084025801,Yes,N,2017,2
13649,2256,AMLODIPINE BESYLATE ,2.5MG ,TABLET,ORAL,TAB,0.022882,0.040044,1.0,68084025811,Yes,N,2017,2
13650,2257,AMLODIPINE BESYLATE ,5MG   ,TABLET,ORAL,TAB,0.020436000000000003,0.035762999999999996,100.0,68084025901,Yes,N,2017,2
13651,2257,AMLODIPINE BESYLATE ,5MG   ,TABLET,ORAL,TAB,0.020436000000000003,0.035762999999999996,1.0,68084025911,Yes,N,2017,2
13652,2255,AMLODIPINE BESYLATE ,10MG  ,TABLET,ORAL,TAB,0.020031999999999998,0.035056,100.0,68084026001,Yes,N,2017,2
13653,2255,AMLODIPINE BESYLATE ,10MG  ,TABLET,ORAL,TAB,0.020031999999999998,0.035056,1.0,68084026011,Yes,N,2017,2
13654,2679,RAMIPRIL,2.5MG ,CAPSULE   ,ORAL,CAP,0.076292,0.133511,100.0,68084026601,Yes,N,2017,2
13655,2679,RAMIPRIL,2.5MG ,CAPSULE   ,ORAL,CAP,0.076292,0.133511,100.0,68084026611,Yes,N,2017,2
13656,2129,RAMIPRIL,5MG   ,CAPSULE   ,ORAL,CAP,0.099617,0.17432999999999998,100.0,68084026701,Yes,N,2017,2
13657,2129,RAMIPRIL,5MG   ,CAPSULE   ,ORAL,CAP,0.099617,0.17432999999999998,100.0,68084026711,Yes,N,2017,2
13658,2130,RAMIPRIL,10MG  ,CAPSULE   ,ORAL,CAP,0.075899,0.132823,100.0,68084026801,Yes,N,2017,2
13659,2130,RAMIPRIL,10MG  ,CAPSULE   ,ORAL,CAP,0.075899,0.132823,100.0,68084026811,Yes,N,2017,2
13660,835,HYDROXYCHLOROQUINE SULFATE,200MG ,TABLET,ORAL,TAB,0.862293,1.509013,100.0,68084026901,Yes,N,2017,2
13661,835,HYDROXYCHLOROQUINE SULFATE,200MG ,TABLET,ORAL,TAB,0.862293,1.509013,100.0,68084026911,Yes,N,2017,2
13662,2758,RISPERIDONE ,0.25MG,TABLET,ORAL,TAB,0.038096,0.06666799999999999,100.0,68084027001,Yes,N,2017,2
13663,2758,RISPERIDONE ,0.25MG,TABLET,ORAL,TAB,0.038096,0.06666799999999999,100.0,68084027011,Yes,N,2017,2
13664,2759,RISPERIDONE ,0.5MG ,TABLET,ORAL,TAB,0.040434,0.07076,100.0,68084027101,Yes,N,2017,2
13665,2759,RISPERIDONE ,0.5MG ,TABLET,ORAL,TAB,0.040434,0.07076,100.0,68084027111,Yes,N,2017,2
13666,2760,RISPERIDONE ,1MG   ,TABLET,ORAL,TAB,0.061066999999999996,0.106867,100.0,68084027201,Yes,N,2017,2
13667,2760,RISPERIDONE ,1MG   ,TABLET,ORAL,TAB,0.061066999999999996,0.106867,100.0,68084027211,Yes,N,2017,2
13668,2761,RISPERIDONE ,2MG   ,TABLET,ORAL,TAB,0.10653599999999999,0.18643800000000002,100.0,68084027301,Yes,N,2017,2
13669,2761,RISPERIDONE ,2MG   ,TABLET,ORAL,TAB,0.10653599999999999,0.18643800000000002,100.0,68084027311,Yes,N,2017,2
13670,2762,RISPERIDONE ,3MG   ,TABLET,ORAL,TAB,0.13328800000000002,0.233254,100.0,68084027401,Yes,N,2017,2
13671,2762,RISPERIDONE ,3MG   ,TABLET,ORAL,TAB,0.13328800000000002,0.233254,100.0,68084027411,Yes,N,2017,2
13672,1648,METHIMAZOLE ,5MG   ,TABLET,ORAL,TAB,0.037160000000000006,0.1264,100.0,68084027501,Yes,Y,2017,2
13673,1648,METHIMAZOLE ,5MG   ,TABLET,ORAL,TAB,0.037160000000000006,0.1264,100.0,68084027511,Yes,Y,2017,2
13674,1647,METHIMAZOLE ,10MG  ,TABLET,ORAL,TAB,0.088713,0.155248,100.0,68084027601,Yes,N,2017,2
13675,1647,METHIMAZOLE ,10MG  ,TABLET,ORAL,TAB,0.088713,0.155248,1.0,68084027611,Yes,N,2017,2
13676,2763,RISPERIDONE ,4MG   ,TABLET,ORAL,TAB,0.185445,0.324529,100.0,68084027701,Yes,N,2017,2
13677,2763,RISPERIDONE ,4MG   ,TABLET,ORAL,TAB,0.185445,0.324529,100.0,68084027711,Yes,N,2017,2
13678,2276,AZITHROMYCIN,500MG ,TABLET,ORAL,TAB,0.289076,1.17525,1.0,68084027911,Yes,Y,2017,2
13679,2276,AZITHROMYCIN,500MG ,TABLET,ORAL,TAB,0.289076,1.17525,30.0,68084027921,Yes,Y,2017,2
13680,1625,ETHAMBUTOL HYDROCHLORIDE,400MG ,TABLET,ORAL,TAB,0.393706,0.9021100000000001,100.0,68084028001,Yes,Y,2017,2
13681,1625,ETHAMBUTOL HYDROCHLORIDE,400MG ,TABLET,ORAL,TAB,0.393706,0.9021100000000001,100.0,68084028011,Yes,Y,2017,2
13682,1577,CARBIDOPA; LEVODOPA ,25MG;100MG,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.097472,0.29585,100.0,68084028101,Yes,Y,2017,2
13683,1577,CARBIDOPA; LEVODOPA ,25MG;100MG,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.097472,0.29585,100.0,68084028111,Yes,Y,2017,2
13684,1578,CARBIDOPA; LEVODOPA ,50MG;200MG,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.12001099999999999,0.37742,100.0,68084028201,Yes,Y,2017,2
13685,1578,CARBIDOPA; LEVODOPA ,50MG;200MG,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.12001099999999999,0.37742,100.0,68084028211,Yes,Y,2017,2
13686,836,HYDROXYUREA ,500MG ,CAPSULE   ,ORAL,CAP,0.19609100000000002,0.343159,100.0,68084028401,Yes,N,2017,2
13687,836,HYDROXYUREA ,500MG ,CAPSULE   ,ORAL,CAP,0.19609100000000002,0.343159,100.0,68084028411,Yes,N,2017,2
13688,1745,FLUDROCORTISONE ACETATE ,0.1MG ,TABLET,ORAL,TAB,0.132965,0.39754,100.0,68084028801,Yes,Y,2017,2
13689,1745,FLUDROCORTISONE ACETATE ,0.1MG ,TABLET,ORAL,TAB,0.132965,0.39754,100.0,68084028811,Yes,Y,2017,2
13690,1108,NALTREXONE HYDROCHLORIDE,50MG  ,TABLET,ORAL,TAB,0.544311,0.9525440000000001,1.0,68084029111,Yes,N,2017,2
13691,1108,NALTREXONE HYDROCHLORIDE,50MG  ,TABLET,ORAL,TAB,0.544311,0.9525440000000001,30.0,68084029121,Yes,N,2017,2
13692,2127,RAMIPRIL,1.25MG,CAPSULE   ,ORAL,CAP,0.079462,0.17915,30.0,68084029411,Yes,Y,2017,2
13693,2127,RAMIPRIL,1.25MG,CAPSULE   ,ORAL,CAP,0.079462,0.17915,30.0,68084029421,Yes,Y,2017,2
13694,2309,GLIPIZIDE   ,2.5MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.08617000000000001,0.18463,30.0,68084029511,Yes,Y,2017,2
13695,2309,GLIPIZIDE   ,2.5MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.08617000000000001,0.18463,30.0,68084029521,Yes,Y,2017,2
13696,2971,TAMSULOSIN HYDROCHLORIDE,0.4MG ,CAPSULE   ,ORAL,CAP,0.097121,0.169962,100.0,68084029901,Yes,N,2017,2
13697,2971,TAMSULOSIN HYDROCHLORIDE,0.4MG ,CAPSULE   ,ORAL,CAP,0.097121,0.169962,1.0,68084029911,Yes,N,2017,2
13698,2157,DANTROLENE SODIUM   ,25MG  ,CAPSULE   ,ORAL,CAP,0.285083,0.6913699999999999,30.0,68084030011,Yes,Y,2017,2
13699,2157,DANTROLENE SODIUM   ,25MG  ,CAPSULE   ,ORAL,CAP,0.285083,0.6913699999999999,30.0,68084030021,Yes,Y,2017,2
13700,2490,VALACYCLOVIR HYDROCHLORIDE,1GM   ,TABLET,ORAL,TAB,0.6265729999999999,1.096503,1.0,68084030911,Yes,N,2017,2
13701,2490,VALACYCLOVIR HYDROCHLORIDE,1GM   ,TABLET,ORAL,TAB,0.6265729999999999,1.096503,30.0,68084030921,Yes,N,2017,2
13702,2849,DIVALPROEX SODIUM   ,250MG VALPROIC ACID   ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.37664000000000003,0.99705,100.0,68084031001,Yes,Y,2017,2
13703,2849,DIVALPROEX SODIUM   ,250MG VALPROIC ACID   ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.37664000000000003,0.99705,1.0,68084031011,Yes,Y,2017,2
13704,2848,DIVALPROEX SODIUM   ,125MG VALPROIC ACID   ,"CAPSULE, DELAYED REL PELLETS  ",ORAL,CAP,0.28683400000000003,0.53403,100.0,68084031301,Yes,Y,2017,2
13705,2848,DIVALPROEX SODIUM   ,125MG VALPROIC ACID   ,"CAPSULE, DELAYED REL PELLETS  ",ORAL,CAP,0.28683400000000003,0.53403,100.0,68084031311,Yes,Y,2017,2
13706,2422,LAMOTRIGINE ,25MG  ,TABLET,ORAL,TAB,0.222755,0.38982100000000003,100.0,68084031801,Yes,N,2017,2
13707,2422,LAMOTRIGINE ,25MG  ,TABLET,ORAL,TAB,0.222755,0.38982100000000003,100.0,68084031811,Yes,N,2017,2
13708,2396,LAMOTRIGINE ,100MG ,TABLET,ORAL,TAB,0.399579,0.699263,100.0,68084031901,Yes,N,2017,2
13709,2396,LAMOTRIGINE ,100MG ,TABLET,ORAL,TAB,0.399579,0.699263,100.0,68084031911,Yes,N,2017,2
13710,2420,LAMOTRIGINE ,150MG ,TABLET,ORAL,TAB,0.533026,0.932796,30.0,68084032011,Yes,N,2017,2
13711,2420,LAMOTRIGINE ,150MG ,TABLET,ORAL,TAB,0.533026,0.932796,30.0,68084032021,Yes,N,2017,2
13712,2251,GLIMEPIRIDE ,2MG   ,TABLET,ORAL,TAB,0.023531,0.09956,100.0,68084032601,Yes,Y,2017,2
13713,2251,GLIMEPIRIDE ,2MG   ,TABLET,ORAL,TAB,0.023531,0.09956,100.0,68084032611,Yes,Y,2017,2
13714,2250,GLIMEPIRIDE ,4MG   ,TABLET,ORAL,TAB,0.034184,0.13693,100.0,68084032701,Yes,Y,2017,2
13715,2250,GLIMEPIRIDE ,4MG   ,TABLET,ORAL,TAB,0.034184,0.13693,100.0,68084032711,Yes,Y,2017,2
13716,2173,FENOFIBRATE ,160MG ,TABLET,ORAL,TAB,0.21354499999999998,0.5969899999999999,30.0,68084032811,Yes,Y,2017,2
13717,2173,FENOFIBRATE ,160MG ,TABLET,ORAL,TAB,0.21354499999999998,0.5969899999999999,30.0,68084032821,Yes,Y,2017,2
13718,1939,FENOFIBRATE ,200MG ,CAPSULE   ,ORAL,CAP,0.8155859999999999,1.8455400000000002,30.0,68084032911,Yes,Y,2017,2
13719,1939,FENOFIBRATE ,200MG ,CAPSULE   ,ORAL,CAP,0.8155859999999999,1.8455400000000002,30.0,68084032921,Yes,Y,2017,2
13720,2392,VENLAFAXINE HYDROCHLORIDE ,37.5MG,TABLET,ORAL,TAB,0.036577,0.2564,100.0,68084033001,Yes,Y,2017,2
13721,2392,VENLAFAXINE HYDROCHLORIDE ,37.5MG,TABLET,ORAL,TAB,0.036577,0.2564,100.0,68084033011,Yes,Y,2017,2
13722,2741,ROPINIROLE HYDROCHLORIDE,2MG   ,TABLET,ORAL,TAB,0.092342,0.161599,1.0,68084033211,Yes,N,2017,2
13723,2741,ROPINIROLE HYDROCHLORIDE,2MG   ,TABLET,ORAL,TAB,0.092342,0.161599,30.0,68084033221,Yes,N,2017,2
13724,499,DICLOFENAC SODIUM   ,75MG  ,"TABLET, DELAYED RELEASE       ",ORAL,TAB,0.034174,0.16515,100.0,68084033301,Yes,Y,2017,2
13725,499,DICLOFENAC SODIUM   ,75MG  ,"TABLET, DELAYED RELEASE       ",ORAL,TAB,0.034174,0.16515,100.0,68084033311,Yes,Y,2017,2
13726,2372,LAMOTRIGINE ,25MG  ,"TABLET, CHEWABLE  ",ORAL,TAB,1.201342,2.1023490000000002,30.0,68084033511,Yes,N,2017,2
13727,2372,LAMOTRIGINE ,25MG  ,"TABLET, CHEWABLE  ",ORAL,TAB,1.201342,2.1023490000000002,30.0,68084033521,Yes,N,2017,2
13728,2397,TOPIRAMATE  ,25MG  ,TABLET,ORAL,TAB,0.055771,0.097599,100.0,68084034201,Yes,N,2017,2
13729,2397,TOPIRAMATE  ,25MG  ,TABLET,ORAL,TAB,0.055771,0.097599,100.0,68084034211,Yes,N,2017,2
13730,2399,TOPIRAMATE  ,100MG ,TABLET,ORAL,TAB,0.268043,0.469075,100.0,68084034401,Yes,N,2017,2
13731,2399,TOPIRAMATE  ,100MG ,TABLET,ORAL,TAB,0.268043,0.469075,100.0,68084034411,Yes,N,2017,2
13732,2400,TOPIRAMATE  ,200MG ,TABLET,ORAL,TAB,0.545473,0.954578,30.0,68084034511,Yes,N,2017,2
13733,2400,TOPIRAMATE  ,200MG ,TABLET,ORAL,TAB,0.545473,0.954578,30.0,68084034521,Yes,N,2017,2
13734,2987,LOSARTAN POTASSIUM  ,25MG  ,TABLET,ORAL,TAB,0.023662,0.04326,100.0,68084034601,Yes,Y,2017,2
13735,2987,LOSARTAN POTASSIUM  ,25MG  ,TABLET,ORAL,TAB,0.023662,0.04326,100.0,68084034611,Yes,Y,2017,2
13736,2988,LOSARTAN POTASSIUM  ,50MG  ,TABLET,ORAL,TAB,0.029275,0.05123099999999999,100.0,68084034701,Yes,N,2017,2
13737,2988,LOSARTAN POTASSIUM  ,50MG  ,TABLET,ORAL,TAB,0.029275,0.05123099999999999,100.0,68084034711,Yes,N,2017,2
13738,2986,LOSARTAN POTASSIUM  ,100MG ,TABLET,ORAL,TAB,0.038492,0.067361,100.0,68084034801,Yes,N,2017,2
13739,2986,LOSARTAN POTASSIUM  ,100MG ,TABLET,ORAL,TAB,0.038492,0.067361,100.0,68084034811,Yes,N,2017,2
13740,2286,OXYCODONE HYDROCHLORIDE ,5MG   ,TABLET,ORAL,TAB,0.045333,0.10502,100.0,68084035401,Yes,Y,2017,2
13741,2286,OXYCODONE HYDROCHLORIDE ,5MG   ,TABLET,ORAL,TAB,0.045333,0.10502,100.0,68084035411,Yes,Y,2017,2
13742,27,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,325MG;5MG ,TABLET,ORAL,TAB,0.092486,0.161851,100.0,68084035501,Yes,N,2017,2
13743,27,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,325MG;5MG ,TABLET,ORAL,TAB,0.092486,0.161851,100.0,68084035511,Yes,N,2017,2
13744,2836,LEVETIRACETAM ,1GM   ,TABLET,ORAL,TAB,0.45054799999999995,0.788459,100.0,68084035601,Yes,N,2017,2
13745,2836,LEVETIRACETAM ,1GM   ,TABLET,ORAL,TAB,0.45054799999999995,0.788459,100.0,68084035611,Yes,N,2017,2
13746,1343,RIFAMPIN,150MG ,CAPSULE   ,ORAL,CAP,0.452317,0.963,30.0,68084035711,Yes,Y,2017,2
13747,1343,RIFAMPIN,150MG ,CAPSULE   ,ORAL,CAP,0.452317,0.963,30.0,68084035721,Yes,Y,2017,2
13748,1344,RIFAMPIN,300MG ,CAPSULE   ,ORAL,CAP,0.416005,0.784,100.0,68084035801,Yes,Y,2017,2
13749,1344,RIFAMPIN,300MG ,CAPSULE   ,ORAL,CAP,0.416005,0.784,100.0,68084035811,Yes,Y,2017,2
13750,1669,PROPAFENONE HYDROCHLORIDE ,150MG ,TABLET,ORAL,TAB,0.066872,0.16473,100.0,68084036101,Yes,Y,2017,2
13751,1669,PROPAFENONE HYDROCHLORIDE ,150MG ,TABLET,ORAL,TAB,0.066872,0.16473,100.0,68084036111,Yes,Y,2017,2
13752,1924,BETHANECHOL CHLORIDE,10MG  ,TABLET,ORAL,TAB,0.111293,0.37033,100.0,68084036501,Yes,Y,2017,2
13753,1924,BETHANECHOL CHLORIDE,10MG  ,TABLET,ORAL,TAB,0.111293,0.37033,1.0,68084036511,Yes,Y,2017,2
13754,1611,DIGOXIN ,0.125MG   ,TABLET,ORAL,TAB,0.203873,0.5744199999999999,100.0,68084036601,Yes,Y,2017,2
13755,1611,DIGOXIN ,0.125MG   ,TABLET,ORAL,TAB,0.203873,0.5744199999999999,1.0,68084036611,Yes,Y,2017,2
13756,81,AMIODARONE HYDROCHLORIDE,200MG ,TABLET,ORAL,TAB,0.143447,0.25103200000000003,100.0,68084037101,Yes,N,2017,2
13757,81,AMIODARONE HYDROCHLORIDE,200MG ,TABLET,ORAL,TAB,0.143447,0.25103200000000003,100.0,68084037111,Yes,N,2017,2
13758,14,ACETAMINOPHEN; CODEINE PHOSPHATE,300MG;30MG,TABLET,ORAL,TAB,0.060754999999999997,0.12228,100.0,68084037201,Yes,Y,2017,2
13759,14,ACETAMINOPHEN; CODEINE PHOSPHATE,300MG;30MG,TABLET,ORAL,TAB,0.060754999999999997,0.12228,100.0,68084037211,Yes,Y,2017,2
13760,15,ACETAMINOPHEN; CODEINE PHOSPHATE,300MG;60MG,TABLET,ORAL,TAB,0.125251,0.22721999999999998,100.0,68084037301,Yes,Y,2017,2
13761,15,ACETAMINOPHEN; CODEINE PHOSPHATE,300MG;60MG,TABLET,ORAL,TAB,0.125251,0.22721999999999998,100.0,68084037311,Yes,Y,2017,2
13762,1230,PHENYTOIN SODIUM    ,100MG EXTENDED    ,CAPSULE   ,ORAL,CAP,0.278134,0.48673500000000003,100.0,68084037601,Yes,N,2017,2
13763,1230,PHENYTOIN SODIUM    ,100MG EXTENDED    ,CAPSULE   ,ORAL,CAP,0.278134,0.48673500000000003,100.0,68084037611,Yes,N,2017,2
13764,240,CARISOPRODOL,350MG ,TABLET,ORAL,TAB,0.061352,0.107366,100.0,68084038001,Yes,N,2017,2
13765,240,CARISOPRODOL,350MG ,TABLET,ORAL,TAB,0.061352,0.107366,100.0,68084038011,Yes,N,2017,2
13766,154,BENZTROPINE MESYLATE,0.5MG ,TABLET,ORAL,TAB,0.026927,0.10769000000000001,100.0,68084038101,Yes,Y,2017,2
13767,154,BENZTROPINE MESYLATE,0.5MG ,TABLET,ORAL,TAB,0.026927,0.10769000000000001,100.0,68084038111,Yes,Y,2017,2
13768,155,BENZTROPINE MESYLATE,1MG   ,TABLET,ORAL,TAB,0.039368,0.11622,100.0,68084038801,Yes,Y,2017,2
13769,155,BENZTROPINE MESYLATE,1MG   ,TABLET,ORAL,TAB,0.039368,0.11622,100.0,68084038811,Yes,Y,2017,2
13770,156,BENZTROPINE MESYLATE,2MG   ,TABLET,ORAL,TAB,0.045721,0.15624000000000002,100.0,68084038901,Yes,Y,2017,2
13771,156,BENZTROPINE MESYLATE,2MG   ,TABLET,ORAL,TAB,0.045721,0.15624000000000002,100.0,68084038911,Yes,Y,2017,2
13772,1622,ENALAPRIL MALEATE   ,5MG   ,TABLET,ORAL,TAB,0.18462,0.323085,100.0,68084039001,Yes,N,2017,2
13773,1622,ENALAPRIL MALEATE   ,5MG   ,TABLET,ORAL,TAB,0.18462,0.323085,100.0,68084039011,Yes,N,2017,2
13774,1619,ENALAPRIL MALEATE   ,10MG  ,TABLET,ORAL,TAB,0.28776999999999997,0.503598,100.0,68084039101,Yes,N,2017,2
13775,1619,ENALAPRIL MALEATE   ,10MG  ,TABLET,ORAL,TAB,0.28776999999999997,0.503598,1.0,68084039111,Yes,N,2017,2
13776,1621,ENALAPRIL MALEATE   ,20MG  ,TABLET,ORAL,TAB,0.34353,0.601178,100.0,68084039201,Yes,N,2017,2
13777,1621,ENALAPRIL MALEATE   ,20MG  ,TABLET,ORAL,TAB,0.34353,0.601178,100.0,68084039211,Yes,N,2017,2
13778,7248,BUTALB/ACETAMINOPHEN/CAFFEINE   ,50-325-40 ,TABLET,ORAL,TAB,0.232388,0.5239,100.0,68084039601,Yes,Y,2017,2
13779,7248,BUTALB/ACETAMINOPHEN/CAFFEINE   ,50-325-40 ,TABLET,ORAL,TAB,0.232388,0.5239,1.0,68084039611,Yes,Y,2017,2
13780,7248,BUTALB/ACETAMINOPHEN/CAFFEINE   ,50-325-40 ,TABLET,ORAL,TAB,0.232388,0.5239,50.0,68084039665,Yes,Y,2017,2
13781,381,CYCLOBENZAPRINE HYDROCHLORIDE   ,10MG  ,TABLET,ORAL,TAB,0.013938999999999998,0.02454,100.0,68084039701,Yes,Y,2017,2
13782,381,CYCLOBENZAPRINE HYDROCHLORIDE   ,10MG  ,TABLET,ORAL,TAB,0.013938999999999998,0.02454,100.0,68084039711,Yes,Y,2017,2
13783,1638,HYDROCHLOROTHIAZIDE ,12.5MG,CAPSULE   ,ORAL,CAP,0.016553000000000002,0.044360000000000004,100.0,68084039801,Yes,Y,2017,2
13784,1638,HYDROCHLOROTHIAZIDE ,12.5MG,CAPSULE   ,ORAL,CAP,0.016553000000000002,0.044360000000000004,100.0,68084039811,Yes,Y,2017,2
13785,2346,FINASTERIDE ,5MG   ,TABLET,ORAL,TAB,0.056616999999999994,0.12429000000000001,100.0,68084039901,Yes,Y,2017,2
13786,2346,FINASTERIDE ,5MG   ,TABLET,ORAL,TAB,0.056616999999999994,0.12429000000000001,100.0,68084039911,Yes,Y,2017,2
13787,1182,OXYBUTYNIN CHLORIDE ,5MG   ,TABLET,ORAL,TAB,0.113194,0.33205999999999997,100.0,68084040001,Yes,Y,2017,2
13788,1182,OXYBUTYNIN CHLORIDE ,5MG   ,TABLET,ORAL,TAB,0.113194,0.33205999999999997,100.0,68084040011,Yes,Y,2017,2
13789,2813,ACETAZOLAMIDE ,500MG ,"CAPSULE, EXTENDED RELEASE     ",ORAL,CAP,0.649584,1.9238,30.0,68084040111,Yes,Y,2017,2
13790,2813,ACETAZOLAMIDE ,500MG ,"CAPSULE, EXTENDED RELEASE     ",ORAL,CAP,0.649584,1.9238,30.0,68084040121,Yes,Y,2017,2
13791,1085,MORPHINE SULFATE    ,15MG  ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.14946800000000002,0.3058,100.0,68084040301,Yes,Y,2017,2
13792,1085,MORPHINE SULFATE    ,15MG  ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.14946800000000002,0.3058,1.0,68084040311,Yes,Y,2017,2
13793,1087,MORPHINE SULFATE    ,30MG  ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.28554,0.56029,100.0,68084040401,Yes,Y,2017,2
13794,1087,MORPHINE SULFATE    ,30MG  ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.28554,0.56029,1.0,68084040411,Yes,Y,2017,2
13795,1088,MORPHINE SULFATE    ,60MG  ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.49823900000000004,1.0552,100.0,68084040501,Yes,Y,2017,2
13796,1088,MORPHINE SULFATE    ,60MG  ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.49823900000000004,1.0552,1.0,68084040511,Yes,Y,2017,2
13797,1084,MORPHINE SULFATE    ,100MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.887109,1.59975,100.0,68084040601,Yes,Y,2017,2
13798,1084,MORPHINE SULFATE    ,100MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.887109,1.59975,1.0,68084040611,Yes,Y,2017,2
13799,2852,INDOMETHACIN,75MG  ,"CAPSULE, EXTENDED RELEASE     ",ORAL,CAP,0.19735999999999998,1.06272,1.0,68084041111,Yes,Y,2017,2
13800,2852,INDOMETHACIN,75MG  ,"CAPSULE, EXTENDED RELEASE     ",ORAL,CAP,0.19735999999999998,1.06272,30.0,68084041121,Yes,Y,2017,2
13801,3506,DIVALPROEX SODIUM   ,500 MG,TAB ER 24H,ORAL,TAB,0.473312,0.8282959999999999,100.0,68084041501,Yes,N,2017,2
13802,3506,DIVALPROEX SODIUM   ,500 MG,TAB ER 24H,ORAL,TAB,0.473312,0.8282959999999999,1.0,68084041511,Yes,N,2017,2
13803,3163,LAMIVUDINE; ZIDOVUDINE  ,150MG;300MG ,TABLET,ORAL,TAB,2.509004,4.390757,30.0,68084041625,Yes,N,2017,2
13804,3163,LAMIVUDINE; ZIDOVUDINE  ,150MG;300MG ,TABLET,ORAL,TAB,2.509004,4.390757,1.0,68084041695,Yes,N,2017,2
13805,1244,POTASSIUM CHLORIDE  ,10MEQ ,"CAPSULE, EXTENDED RELEASE     ",ORAL,CAP,0.127859,0.2932,100.0,68084041901,Yes,Y,2017,2
13806,1244,POTASSIUM CHLORIDE  ,10MEQ ,"CAPSULE, EXTENDED RELEASE     ",ORAL,CAP,0.127859,0.2932,1.0,68084041911,Yes,Y,2017,2
13807,2278,HYDROMORPHONE HYDROCHLORIDE     ,2MG   ,TABLET,ORAL,TAB,0.042464999999999996,0.08286,100.0,68084042301,Yes,Y,2017,2
13808,2278,HYDROMORPHONE HYDROCHLORIDE     ,2MG   ,TABLET,ORAL,TAB,0.042464999999999996,0.08286,100.0,68084042311,Yes,Y,2017,2
13809,2475,OXANDROLONE ,10MG  ,TABLET,ORAL,TAB,4.2416160000000005,11.420739999999999,1.0,68084042511,Yes,Y,2017,2
13810,2475,OXANDROLONE ,10MG  ,TABLET,ORAL,TAB,4.2416160000000005,11.420739999999999,30.0,68084042521,Yes,Y,2017,2
13811,2703,PRAMIPEXOLE DIHYDROCHLORIDE     ,0.25MG,TABLET,ORAL,TAB,0.053237,0.093165,100.0,68084044001,Yes,N,2017,2
13812,2703,PRAMIPEXOLE DIHYDROCHLORIDE     ,0.25MG,TABLET,ORAL,TAB,0.053237,0.093165,100.0,68084044011,Yes,N,2017,2
13813,236,CARBAMAZEPINE ,200MG ,TABLET,ORAL,TAB,0.38511,0.6739430000000001,100.0,68084044401,Yes,N,2017,2
13814,236,CARBAMAZEPINE ,200MG ,TABLET,ORAL,TAB,0.38511,0.6739430000000001,1.0,68084044411,Yes,N,2017,2
13815,3390,NITROFURANTOIN MONOHYD/M-CRYST  ,100 MG,CAPSULE   ,ORAL,CAP,0.3849,0.8970600000000001,100.0,68084044601,Yes,Y,2017,2
